_MEMBER_DEGs,_MEMBER_DMRs,_LogP_DEGs,_LogP_DMRs,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,-41,0,M39077,M10,1,0,Cell Type Signatures,7,ZHONG PFC MAJOR TYPES MICROGLIA,,-41,10,22,30337,438,400,59,15,1.8,240|241|719|728|929|951|963|1230|1441|1959|1960|2207|2212|2353|2354|2357|3055|3684|3687|3689|3936|4332|4354|4542|4689|4973|5265|5341|5552|5788|5791|5866|5997|6696|7099|7133|7454|7462|7538|7940|8870|9308|9535|10437|10581|11314|27128|53346|53829|54518|55824|64092|64333|80183|81793|117289|140885|170954|100132417,ALOX5|ALOX5AP|C3AR1|C5AR1|CD14|CD37|CD53|CCR1|CSF3R|EGR2|EGR3|FCER1G|FCGR2A|FOS|FOSB|FPR1|HCK|ITGAM|ITGAX|ITGB2|LCP1|MNDA|MPP1|MYO1F|NCF4|OLR1|SERPINA1|PLEK|SRGN|PTPRC|PTPRE|RAB3IL1|RGS2|SPP1|TLR4|TNFRSF1B|WAS|LAT2|ZFP36|LST1|IER3|CD83|GMFG|IFI30|IFITM2|CD300A|CYTH4|TM6SF1|P2RY13|APBB1IP|PAG1|SAMSN1|ARHGAP9|RUBCNL|TLR10|TAGAP|SIRPA|PPP1R18|FCGR1CP,-38,0
1,0,-40,0,M40148,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL ADRENAL MYELOID CELLS,,-40,18,26,30337,183,400,43,11,1.5,719|728|838|929|1230|2015|2219|2357|3055|3101|3162|3557|3576|3586|3687|4210|4332|5329|6556|6688|6696|8685|8778|8870|10288|10326|11024|11025|11027|27128|30817|53829|58484|64581|79168|114548|126014|126364|150372|284759|353514|100049587|100506115,C3AR1|C5AR1|CASP5|CD14|CCR1|ADGRE1|FCN1|FPR1|HCK|HK3|HMOX1|IL1RN|CXCL8|IL10|ITGAX|MEFV|MNDA|PLAUR|SLC11A1|SPI1|SPP1|MARCO|SIGLEC5|IER3|LILRB2|SIRPB1|LILRA1|LILRB3|LILRA2|CYTH4|ADGRE2|P2RY13|NLRC4|CLEC7A|LILRA6|NLRP3|OSCAR|LRRC25|NFAM1|SIRPB2|LILRA5|SIGLEC14|PELATON,-37,0
1,0,-37,0,M40071,M10,1,0,Cell Type Signatures,7,DESCARTES MAIN FETAL MYELOID CELLS,,-37,26,28,30337,97,400,33,8.2,1.4,929|1378|1839|2204|2358|3101|3162|3586|4689|5329|5552|6283|6688|8685|9473|10135|10288|10437|11024|11025|27036|27180|50856|51311|56729|64581|79168|114548|124599|126364|353514|731424|100506115,CD14|CR1|HBEGF|FCAR|FPR2|HK3|HMOX1|IL10|NCF4|PLAUR|SRGN|S100A12|SPI1|MARCO|THEMIS2|NAMPT|LILRB2|IFI30|LILRA1|LILRB3|SIGLEC7|SIGLEC9|CLEC4A|TLR8|RETN|CLEC7A|LILRA6|NLRP3|CD300LB|LRRC25|LILRA5|MIR3945HG|PELATON,-34,0
1,0,-36,0,M41699,M10,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG CLASSICAL MONOCYTE CELL,,-36,13,23,30337,270,400,46,12,1.6,728|929|1230|1378|1441|2124|2180|2207|2212|2219|2268|2353|2357|3055|3274|3684|4332|4542|4778|5265|5791|6279|6280|6283|6556|6688|7099|7133|9586|9770|9839|10437|22918|30817|51311|53829|64581|79930|114548|123041|126364|144423|150372|200315|342510|653361,C5AR1|CD14|CCR1|CR1|CSF3R|EVI2B|ACSL1|FCER1G|FCGR2A|FCN1|FGR|FOS|FPR1|HCK|HRH2|ITGAM|MNDA|MYO1F|NFE2|SERPINA1|PTPRE|S100A8|S100A9|S100A12|SLC11A1|SPI1|TLR4|TNFRSF1B|CREB5|RASSF2|ZEB2|IFI30|CD93|ADGRE2|TLR8|P2RY13|CLEC7A|DOK3|NLRP3|SLC24A4|LRRC25|GLT1D1|NFAM1|APOBEC3A|CD300E|NCF1,-33,0
1,0,-36,0,M39022,M10,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS MICROGLIA,,-36,10,21,30337,371,400,51,13,1.7,241|719|929|951|963|1230|1441|2124|2207|2212|2353|2354|2357|3055|3162|3684|3687|3689|3936|4332|4542|4689|4973|5265|5341|5552|5788|5791|5866|5997|6696|7099|7133|7462|7538|7940|8870|9308|9535|10437|11314|27128|53829|54518|64092|80183|81793|117289|140885|170954|100132417,ALOX5AP|C3AR1|CD14|CD37|CD53|CCR1|CSF3R|EVI2B|FCER1G|FCGR2A|FOS|FOSB|FPR1|HCK|HMOX1|ITGAM|ITGAX|ITGB2|LCP1|MNDA|MYO1F|NCF4|OLR1|SERPINA1|PLEK|SRGN|PTPRC|PTPRE|RAB3IL1|RGS2|SPP1|TLR4|TNFRSF1B|LAT2|ZFP36|LST1|IER3|CD83|GMFG|IFI30|CD300A|CYTH4|P2RY13|APBB1IP|SAMSN1|RUBCNL|TLR10|TAGAP|SIRPA|PPP1R18|FCGR1CP,-33,0
1,0,-35,0,M40196,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL HEART MYELOID CELLS,,-35,20,25,30337,134,400,35,8.8,1.4,719|728|929|1230|1959|2219|2357|3055|3101|3557|3687|4318|4332|6279|6556|6688|6696|7850|8685|10326|11024|11025|11240|23601|50856|51311|53829|58484|64581|123041|126014|126364|150372|284759|100049587,C3AR1|C5AR1|CD14|CCR1|EGR2|FCN1|FPR1|HCK|HK3|IL1RN|ITGAX|MMP9|MNDA|S100A8|SLC11A1|SPI1|SPP1|IL1R2|MARCO|SIRPB1|LILRA1|LILRB3|PADI2|CLEC5A|CLEC4A|TLR8|P2RY13|NLRC4|CLEC7A|SLC24A4|OSCAR|LRRC25|NFAM1|SIRPB2|SIGLEC14,-32,0
1,0,-30,0,M40285,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL PLACENTA MYELOID CELLS,,-30,17,23,30337,146,400,33,8.2,1.4,597|719|728|929|1118|1959|2069|3055|3101|3383|4318|4332|6279|6347|6556|6696|7940|8685|9308|9473|10288|11240|27180|30817|64581|79168|80183|114548|126014|126364|150372|284759|353345,BCL2A1|C3AR1|C5AR1|CD14|CHIT1|EGR2|EREG|HCK|HK3|ICAM1|MMP9|MNDA|S100A8|CCL2|SLC11A1|SPP1|LST1|MARCO|CD83|THEMIS2|LILRB2|PADI2|SIGLEC9|ADGRE2|CLEC7A|LILRA6|RUBCNL|NLRP3|OSCAR|LRRC25|NFAM1|SIRPB2|GPR141,-27,0
1,0,-30,0,M41715,M10,1,0,Cell Type Signatures,7,FAN OVARY CL13 MONOCYTE MACROPHAGE,,-30,8.3,18,30337,458,400,50,12,1.7,241|597|929|951|963|2124|2207|2212|2219|2268|2316|3162|3310|3576|3689|3936|4046|4318|4332|4354|4973|5265|5329|5341|5552|5788|5791|5997|6280|6688|7133|7378|7454|7852|7940|8870|9308|9473|9535|9595|9839|10135|10437|10938|50486|64092|64581|83706|170954|221692,ALOX5AP|BCL2A1|CD14|CD37|CD53|EVI2B|FCER1G|FCGR2A|FCN1|FGR|FLNA|HMOX1|HSPA6|CXCL8|ITGB2|LCP1|LSP1|MMP9|MNDA|MPP1|OLR1|SERPINA1|PLAUR|PLEK|SRGN|PTPRC|PTPRE|RGS2|S100A9|SPI1|TNFRSF1B|UPP1|WAS|CXCR4|LST1|IER3|CD83|THEMIS2|GMFG|CYTIP|ZEB2|NAMPT|IFI30|EHD1|G0S2|SAMSN1|CLEC7A|FERMT3|PPP1R18|PHACTR1,-27,0
1,0,-29,0,M39106,M10,1,0,Cell Type Signatures,7,AIZARANI LIVER C2 KUPFFER CELLS 1,,-29,14,21,30337,200,400,36,9,1.4,240|719|728|951|1230|2124|2207|2212|2268|2357|3055|3310|3553|3576|3687|3689|4332|5329|5341|5552|5791|5997|7133|7850|7940|8870|9308|9473|10288|11025|26253|53829|64581|114548|126364|221692,ALOX5|C3AR1|C5AR1|CD37|CCR1|EVI2B|FCER1G|FCGR2A|FGR|FPR1|HCK|HSPA6|IL1B|CXCL8|ITGAX|ITGB2|MNDA|PLAUR|PLEK|SRGN|PTPRE|RGS2|TNFRSF1B|IL1R2|LST1|IER3|CD83|THEMIS2|LILRB2|LILRB3|CLEC4E|P2RY13|CLEC7A|NLRP3|LRRC25|PHACTR1,-26,0
1,0,-27,0,M39110,M10,1,0,Cell Type Signatures,7,AIZARANI LIVER C6 KUPFFER CELLS 2,,-27,12,19,30337,228,400,36,9,1.4,240|719|728|929|1230|2124|2207|2212|2219|2268|3055|3101|3162|3553|3687|3689|4354|5341|5997|6503|6556|6688|7133|7940|8685|8870|9308|9473|9839|10288|10894|11025|53829|64581|126364|100506115,ALOX5|C3AR1|C5AR1|CD14|CCR1|EVI2B|FCER1G|FCGR2A|FCN1|FGR|HCK|HK3|HMOX1|IL1B|ITGAX|ITGB2|MPP1|PLEK|RGS2|SLA|SLC11A1|SPI1|TNFRSF1B|LST1|MARCO|IER3|CD83|THEMIS2|ZEB2|LILRB2|LYVE1|LILRB3|P2RY13|CLEC7A|LRRC25|PELATON,-24,0
1,0,-27,0,M39044,M10,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BRAIN MYELOID,,-27,16,21,30337,139,400,30,7.5,1.3,597|728|2219|2268|3055|3687|4046|4542|5265|5329|5743|6279|6280|6688|7852|7940|9021|10135|10288|10437|10581|11025|55911|56729|64581|126014|126364|200315|342510|353514,BCL2A1|C5AR1|FCN1|FGR|HCK|ITGAX|LSP1|MYO1F|SERPINA1|PLAUR|PTGS2|S100A8|S100A9|SPI1|CXCR4|LST1|SOCS3|NAMPT|LILRB2|IFI30|IFITM2|LILRB3|APOBR|RETN|CLEC7A|OSCAR|LRRC25|APOBEC3A|CD300E|LILRA5,-24,0
1,0,-25,0,M39304,M10,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART C7 MAST CELL,,-25,15,20,30337,156,400,30,7.5,1.3,101|240|241|399|951|963|969|1439|2207|2354|3684|3936|4354|4689|5023|5341|5552|5880|5997|6515|7462|7538|8477|9173|9308|9535|10581|55824|55843|64092,ADAM8|ALOX5|ALOX5AP|RHOH|CD37|CD53|CD69|CSF2RB|FCER1G|FOSB|ITGAM|LCP1|MPP1|NCF4|P2RX1|PLEK|SRGN|RAC2|RGS2|SLC2A3|LAT2|ZFP36|GPR65|IL1RL1|CD83|GMFG|IFITM2|PAG1|ARHGAP15|SAMSN1,-23,0
1,0,-25,0,M40314,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL THYMUS ANTIGEN PRESENTING CELLS,,-25,14,19,30337,172,400,31,7.8,1.3,101|240|929|2180|2207|2268|3055|3557|3687|4318|4332|4542|5329|5341|5552|6688|8530|8809|9308|9473|25797|53829|55911|57458|64092|64386|64581|81793|123041|150372|353345,ADAM8|ALOX5|CD14|ACSL1|FCER1G|FGR|HCK|IL1RN|ITGAX|MMP9|MNDA|MYO1F|PLAUR|PLEK|SRGN|SPI1|CST7|IL18R1|CD83|THEMIS2|QPCT|P2RY13|APOBR|TMCC3|SAMSN1|MMP25|CLEC7A|TLR10|SLC24A4|NFAM1|GPR141,-23,0
1,0,-25,0,M40229,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL LIVER MYELOID CELLS,,-25,12,18,30337,209,400,33,8.2,1.4,719|1230|2015|2204|2219|2357|3101|3162|3576|3687|4648|6324|8685|9473|10288|10326|11024|11025|27036|27180|51311|53829|58484|64581|79168|123041|126014|126364|150372|284759|353514|100049587|100506115,C3AR1|CCR1|ADGRE1|FCAR|FCN1|FPR1|HK3|HMOX1|CXCL8|ITGAX|MYO7B|SCN1B|MARCO|THEMIS2|LILRB2|SIRPB1|LILRA1|LILRB3|SIGLEC7|SIGLEC9|TLR8|P2RY13|NLRC4|CLEC7A|LILRA6|SLC24A4|OSCAR|LRRC25|NFAM1|SIRPB2|LILRA5|SIGLEC14|PELATON,-22,0
1,1,-24,-3,M39166,M11,2,0,Cell Type Signatures,7,GAO LARGE INTESTINE ADULT CI MESENCHYMAL CELLS,,-24,8.4,16,30337,361,400,40,10,1.5,101|240|241|399|951|963|969|1439|2124|3383|3689|3936|4046|4689|5023|5142|5552|5788|6503|6515|7454|8140|8477|8530|9473|9535|9595|9839|11314|27128|54331|54518|55843|64092|64333|79930|117289|170954|653361|654817,ADAM8|ALOX5|ALOX5AP|RHOH|CD37|CD53|CD69|CSF2RB|EVI2B|ICAM1|ITGB2|LCP1|LSP1|NCF4|P2RX1|PDE4B|SRGN|PTPRC|SLA|SLC2A3|WAS|SLC7A5|GPR65|CST7|THEMIS2|GMFG|CYTIP|ZEB2|CD300A|CYTH4|GNG2|APBB1IP|ARHGAP15|SAMSN1|ARHGAP9|DOK3|TAGAP|PPP1R18|NCF1|NCF1C,-21,0
1,0,-24,0,M41751,M10,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE MYELOID CELLS,,-24,8.5,16,30337,347,400,39,9.8,1.5,597|728|929|951|963|2207|2219|2353|2354|2357|3055|3553|3576|3689|3936|4046|4332|5265|5329|5341|5552|5788|5997|6279|6280|6283|6688|7538|7940|8870|9308|9535|10135|10437|64407|64581|170954|200315|353514,BCL2A1|C5AR1|CD14|CD37|CD53|FCER1G|FCN1|FOS|FOSB|FPR1|HCK|IL1B|CXCL8|ITGB2|LCP1|LSP1|MNDA|SERPINA1|PLAUR|PLEK|SRGN|PTPRC|RGS2|S100A8|S100A9|S100A12|SPI1|ZFP36|LST1|IER3|CD83|GMFG|NAMPT|IFI30|RGS18|CLEC7A|PPP1R18|APOBEC3A|LILRA5,-21,0
1,0,-24,0,M39130,M10,1,0,Cell Type Signatures,7,AIZARANI LIVER C31 KUPFFER CELLS 5,,-24,16,20,30337,120,400,26,6.5,1.2,728|1830|2124|2207|2219|2268|3553|3557|3687|5329|5997|6556|7133|7940|8685|8740|9839|10135|10288|11025|55824|64581|91662|200315|342510|100506115,C5AR1|DSG3|EVI2B|FCER1G|FCN1|FGR|IL1B|IL1RN|ITGAX|PLAUR|RGS2|SLC11A1|TNFRSF1B|LST1|MARCO|TNFSF14|ZEB2|NAMPT|LILRB2|LILRB3|PAG1|CLEC7A|NLRP12|APOBEC3A|CD300E|PELATON,-21,0
1,0,-23,0,M40289,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL SPLEEN MYELOID CELLS,,-23,15,19,30337,129,400,26,6.5,1.2,719|2015|2204|2219|3055|3101|3553|3557|3586|3687|4332|5008|5791|7850|9473|10288|10326|11025|27036|30817|64092|64581|114548|126014|284759|353514,C3AR1|ADGRE1|FCAR|FCN1|HCK|HK3|IL1B|IL1RN|IL10|ITGAX|MNDA|OSM|PTPRE|IL1R2|THEMIS2|LILRB2|SIRPB1|LILRB3|SIGLEC7|ADGRE2|SAMSN1|CLEC7A|NLRP3|OSCAR|SIRPB2|LILRA5,-20,0
1,0,-22,0,M40005,M10,1,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL DENDRITIC CELLS,,-22,11,17,30337,214,400,31,7.8,1.3,101|240|241|951|1439|2124|2353|2354|3055|3553|3687|3689|3936|4046|4050|5329|5341|5552|5743|5788|5997|6503|6515|6688|7538|7940|9308|9770|10437|23135|23601,ADAM8|ALOX5|ALOX5AP|CD37|CSF2RB|EVI2B|FOS|FOSB|HCK|IL1B|ITGAX|ITGB2|LCP1|LSP1|LTB|PLAUR|PLEK|SRGN|PTGS2|PTPRC|RGS2|SLA|SLC2A3|SPI1|ZFP36|LST1|CD83|RASSF2|IFI30|KDM6B|CLEC5A,-20,0
1,1,-22,-2.1,M41701,M11,2,0,Cell Type Signatures,7,TRAVAGLINI LUNG NONCLASSICAL MONOCYTE CELL,,-22,12,17,30337,180,400,29,7.2,1.3,597|728|2015|2207|2219|2268|3055|3101|3162|3687|5265|6556|6688|7099|7133|7940|9473|9839|11314|30817|53829|55824|64407|64581|123041|126364|150372|342510|353514,BCL2A1|C5AR1|ADGRE1|FCER1G|FCN1|FGR|HCK|HK3|HMOX1|ITGAX|SERPINA1|SLC11A1|SPI1|TLR4|TNFRSF1B|LST1|THEMIS2|ZEB2|CD300A|ADGRE2|P2RY13|PAG1|RGS18|CLEC7A|SLC24A4|LRRC25|NFAM1|CD300E|LILRA5,-20,0
1,0,-22,0,M40302,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL STOMACH MYELOID CELLS,,-22,21,20,30337,76,400,21,5.2,1.1,240|929|1441|2207|3055|3553|3687|4318|4542|5329|5341|6279|6688|7133|9308|10437|11314|30817|64581|80183|150372,ALOX5|CD14|CSF3R|FCER1G|HCK|IL1B|ITGAX|MMP9|MYO1F|PLAUR|PLEK|S100A8|SPI1|TNFRSF1B|CD83|IFI30|CD300A|ADGRE2|CLEC7A|RUBCNL|NFAM1,-19,0
1,1,-21,-2.4,M39306,M11,2,0,Cell Type Signatures,7,CUI DEVELOPING HEART C9 B T CELL,,-21,13,17,30337,155,400,26,6.5,1.2,399|951|963|969|2207|3689|3936|4046|4050|5552|5788|5880|6402|6515|7538|7852|8477|8530|9535|9595|10581|54331|55843|64092|64333|117289,RHOH|CD37|CD53|CD69|FCER1G|ITGB2|LCP1|LSP1|LTB|SRGN|PTPRC|RAC2|SELL|SLC2A3|ZFP36|CXCR4|GPR65|CST7|GMFG|CYTIP|IFITM2|GNG2|ARHGAP15|SAMSN1|ARHGAP9|TAGAP,-18,0
1,0,-20,0,M40187,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL EYE MICROGLIA,,-20,13,16,30337,151,400,25,6.2,1.2,399|752|929|951|1441|1960|3055|3684|3689|3936|4542|4973|5341|5788|6347|6688|6696|7462|9308|10894|23533|27128|54518|55843|64581,RHOH|FMNL1|CD14|CD37|CSF3R|EGR3|HCK|ITGAM|ITGB2|LCP1|MYO1F|OLR1|PLEK|PTPRC|CCL2|SPI1|SPP1|LAT2|CD83|LYVE1|PIK3R5|CYTH4|APBB1IP|ARHGAP15|CLEC7A,-17,0
1,0,-19,0,M41692,M10,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG MACROPHAGE CELL,,-19,10,15,30337,201,400,27,6.8,1.3,241|366|597|719|1839|2180|2207|2212|2357|3055|3552|3553|3557|3576|3624|4327|4973|5265|5329|6364|6556|8685|54210|56729|126014|140885|199675,ALOX5AP|AQP9|BCL2A1|C3AR1|HBEGF|ACSL1|FCER1G|FCGR2A|FPR1|HCK|IL1A|IL1B|IL1RN|CXCL8|INHBA|MMP19|OLR1|SERPINA1|PLAUR|CCL20|SLC11A1|MARCO|TREM1|RETN|OSCAR|SIRPA|MCEMP1,-16,0
1,1,-18,-2.1,M39201,M11,2,0,Cell Type Signatures,7,HAY BONE MARROW MONOCYTE,,-18,9.4,15,30337,227,400,28,7,1.3,719|728|752|838|943|1084|2015|2207|2268|3055|3101|3687|5023|5265|6688|7133|7454|7940|9473|9595|10288|11024|11027|30817|126364|285286|353514|100506115,C3AR1|C5AR1|FMNL1|CASP5|TNFRSF8|CEACAM3|ADGRE1|FCER1G|FGR|HCK|HK3|ITGAX|P2RX1|SERPINA1|SPI1|TNFRSF1B|WAS|LST1|THEMIS2|CYTIP|LILRB2|LILRA1|LILRA2|ADGRE2|LRRC25|LINC00877|LILRA5|PELATON,-16,0
1,0,-18,0,M41698,M10,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG TREM2 DENDRITIC CELL,,-18,5.4,12,30337,572,400,41,10,1.5,240|719|728|820|929|1118|2012|2207|2212|2316|3055|3162|3290|3684|3687|3689|4318|4332|4973|5265|5329|6556|6688|6696|8685|9473|10437|11025|25797|26253|50486|53346|54210|56729|64581|83706|126014|140885|199675|653361|654817,ALOX5|C3AR1|C5AR1|CAMP|CD14|CHIT1|EMP1|FCER1G|FCGR2A|FLNA|HCK|HMOX1|HSD11B1|ITGAM|ITGAX|ITGB2|MMP9|MNDA|OLR1|SERPINA1|PLAUR|SLC11A1|SPI1|SPP1|MARCO|THEMIS2|IFI30|LILRB3|QPCT|CLEC4E|G0S2|TM6SF1|TREM1|RETN|CLEC7A|FERMT3|OSCAR|SIRPA|MCEMP1|NCF1|NCF1C,-15,0
1,0,-18,0,M40259,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL MUSCLE MYELOID CELLS,,-18,13,16,30337,130,400,22,5.5,1.1,719|929|1378|2219|3055|3162|3684|4332|4689|6280|6688|6696|9308|9595|27128|53829|64581|115727|144423|150372|284759|388387,C3AR1|CD14|CR1|FCN1|HCK|HMOX1|ITGAM|MNDA|NCF4|S100A9|SPI1|SPP1|CD83|CYTIP|CYTH4|P2RY13|CLEC7A|RASGRP4|GLT1D1|NFAM1|SIRPB2|LINC00671,-15,0
1,0,-17,0,M39021,M10,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS BRAIN IMMUNE,,-17,12,15,30337,148,400,23,5.8,1.2,399|951|969|2124|2207|2353|3385|3689|3936|4046|4050|5552|5788|5880|6402|7538|9535|9595|10581|55843|64333|83706|117289,RHOH|CD37|CD69|EVI2B|FCER1G|FOS|ICAM3|ITGB2|LCP1|LSP1|LTB|SRGN|PTPRC|RAC2|SELL|ZFP36|GMFG|CYTIP|IFITM2|ARHGAP15|ARHGAP9|FERMT3|TAGAP,-15,0
1,1,-17,-3.2,M39200,M11,2,0,Cell Type Signatures,7,HAY BONE MARROW IMMATURE NEUTROPHIL,,-17,9.8,14,30337,194,400,25,6.2,1.2,597|1230|1839|2124|2212|3162|3383|3553|3937|5209|7056|7378|8685|8843|8870|9839|10135|10437|23135|50486|50856|64581|114548|200315|342510,BCL2A1|CCR1|HBEGF|EVI2B|FCGR2A|HMOX1|ICAM1|IL1B|LCP2|PFKFB3|THBD|UPP1|MARCO|HCAR3|IER3|ZEB2|NAMPT|IFI30|KDM6B|G0S2|CLEC4A|CLEC7A|NLRP3|APOBEC3A|CD300E,-14,0
1,0,-17,0,M39282,M10,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM MACROPHAGES,,-17,17,17,30337,81,400,18,4.5,1,719|929|2207|2212|3553|3689|4332|5329|5552|5997|6688|7852|7940|9308|10437|53829|64581|221692,C3AR1|CD14|FCER1G|FCGR2A|IL1B|ITGB2|MNDA|PLAUR|SRGN|RGS2|SPI1|CXCR4|LST1|CD83|IFI30|P2RY13|CLEC7A|PHACTR1,-14,0
1,0,-16,0,M40004,M10,1,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL LATE SUPRABASAL CELLS,,-16,11,14,30337,140,400,21,5.2,1.1,978|1824|1830|3557|3853|3854|3860|6279|6280|6698|6699|6700|6703|6707|8796|26085|27076|51458|144568|286887|342897,CDA|DSC2|DSG3|IL1RN|KRT6A|KRT6B|KRT13|S100A8|S100A9|SPRR1A|SPRR1B|SPRR2A|SPRR2D|SPRR3|SCEL|KLK13|LYPD3|RHCG|A2ML1|KRT6C|NCCRP1,-13,0
1,0,-13,0,M39294,M10,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM MAST CELLS,,-13,15,14,30337,75,400,15,3.8,0.95,241|951|969|1960|2207|5329|5552|5743|5880|5997|6347|8477|9173|9308|64092,ALOX5AP|CD37|CD69|EGR3|FCER1G|PLAUR|SRGN|PTGS2|RAC2|RGS2|CCL2|GPR65|IL1RL1|CD83|SAMSN1,-11,0
1,1,-13,-2.8,M39109,M11,2,0,Cell Type Signatures,7,AIZARANI LIVER C5 NK NKT CELLS 3,,-13,11,13,30337,126,400,18,4.5,1,241|963|969|2207|3689|3936|5341|5552|5788|5880|6503|7852|8530|9437|9595|54331|64333|117289,ALOX5AP|CD53|CD69|FCER1G|ITGB2|LCP1|PLEK|SRGN|PTPRC|RAC2|SLA|CXCR4|CST7|NCR1|CYTIP|GNG2|ARHGAP9|TAGAP,-11,0
1,0,-13,0,M39287,M10,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM NK CELLS,,-13,14,13,30337,84,400,15,3.8,0.95,963|969|2207|3689|3936|4046|4542|5341|5552|5788|5880|7852|8477|8530|10581,CD53|CD69|FCER1G|ITGB2|LCP1|LSP1|MYO1F|PLEK|SRGN|PTPRC|RAC2|CXCR4|GPR65|CST7|IFITM2,-10,0
1,1,-12,-2.4,M40237,M11,2,0,Cell Type Signatures,7,DESCARTES FETAL LUNG SQUAMOUS EPITHELIAL CELLS,,-12,7.7,11,30337,206,400,21,5.2,1.1,1824|2069|3557|3860|3861|3868|6280|6699|6700|6703|6707|7439|8685|8796|27076|51458|54544|84518|144568|200315|342897,DSC2|EREG|IL1RN|KRT13|KRT14|KRT16|S100A9|SPRR1B|SPRR2A|SPRR2D|SPRR3|BEST1|MARCO|SCEL|LYPD3|RHCG|CRCT1|CNFN|A2ML1|APOBEC3A|NCCRP1,-10,0
1,0,-11,0,M40299,M10,1,0,Cell Type Signatures,7,DESCARTES FETAL STOMACH SQUAMOUS EPITHELIAL CELLS,,-11,15,13,30337,67,400,13,3.2,0.89,1308|1830|3853|3854|3860|3868|6280|6707|10804|27076|144568|200315|286887,COL17A1|DSG3|KRT6A|KRT6B|KRT13|KRT16|S100A9|SPRR3|GJB6|LYPD3|A2ML1|APOBEC3A|KRT6C,-9.3,0
1,0,-11,0,M41690,M10,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-11,4.5,9.2,30337,502,400,30,7.5,1.3,240|399|597|969|1439|1960|2354|3383|4001|5023|5329|5552|5743|5997|6347|6515|7462|7538|8477|8809|9021|9173|9308|10938|23135|55824|57817|64092|64651|101927153,ALOX5|RHOH|BCL2A1|CD69|CSF2RB|EGR3|FOSB|ICAM1|LMNB1|P2RX1|PLAUR|SRGN|PTGS2|RGS2|CCL2|SLC2A3|LAT2|ZFP36|GPR65|IL18R1|SOCS3|IL1RL1|CD83|EHD1|KDM6B|PAG1|HAMP|SAMSN1|CSRNP1|LINC02207,-9,0
